2024-12-03 12:49:47.954061,ls,/
2024-12-03 12:49:47.954504,cd home/user,/
2024-12-03 12:49:47.955103,ls,/
2024-12-03 12:49:47.955282,cal,/
2024-12-03 12:50:19.270163,ls,/
2024-12-03 12:50:19.270499,cd home/user,/
2024-12-03 12:50:19.271146,ls,/
2024-12-03 12:50:19.271339,cal,/
2024-12-03 12:52:26.290381,ls,/
2024-12-03 12:52:26.291077,cd dir1,/
2024-12-03 12:52:26.291537,ls,/dir1
2024-12-03 12:52:26.291732,cal,/dir1
2024-12-03 12:53:34.056169,ls,/
2024-12-03 12:53:34.056899,cd dir1,/
2024-12-03 12:53:34.057343,ls,/dir1
2024-12-03 12:53:34.057517,cal,/dir1
2024-12-03 12:53:34.057834,wc file3.txt,/dir1
2024-12-03 12:55:26.591723,ls,/
2024-12-03 12:55:26.592357,cd dir1,/
2024-12-03 12:55:26.592803,ls,/dir1
2024-12-03 12:55:26.592981,wc file3.txt,/dir1
2024-12-03 12:55:26.593268,exit,/dir1
2024-12-03 12:55:33.117021,ls,/
2024-12-03 12:55:33.117332,cd dir1,/
2024-12-03 12:55:33.117824,ls,/dir1
2024-12-03 12:55:33.118022,wc file3.txt,/dir1
2024-12-03 12:55:33.118346,exit,/dir1
2024-12-03 12:55:38.963293,ls,/
2024-12-03 12:55:38.963584,cd dir1,/
2024-12-03 12:55:38.964019,ls,/dir1
2024-12-03 12:55:38.964196,wc file3.txt,/dir1
2024-12-03 12:55:38.964475,exit,/dir1
2024-12-03 12:56:03.445643,ls,/
2024-12-03 12:56:03.446213,cd dir1,/
2024-12-03 12:56:03.446672,ls,/dir1
2024-12-03 12:56:03.446857,wc file3.txt,/dir1
2024-12-03 12:56:03.447157,exit,/dir1
2024-12-03 12:56:57.651976,ls,/
2024-12-03 12:56:57.652713,cd dir1,/
2024-12-03 12:56:57.653168,ls,/dir1
2024-12-03 12:56:57.653357,wc file3.txt,/dir1
2024-12-03 12:56:57.653673,exit,/dir1
2024-12-03 12:57:45.122222,ls,/
2024-12-03 12:57:45.122888,cd dir1,/
2024-12-03 12:57:45.123365,ls,/dir1
2024-12-03 12:57:45.123557,wc file3.txt,/dir1
2024-12-03 12:57:45.123865,exit,/dir1
2024-12-03 12:57:52.918169,ls,/
2024-12-03 12:57:52.918630,cd dir1,/
2024-12-03 12:57:52.919230,ls,/dir1
2024-12-03 12:57:52.919445,wc file3.txt,/dir1
2024-12-03 12:57:52.919761,exit,/dir1
2024-12-03 12:58:13.767372,ls,/
2024-12-03 12:58:13.767922,cd dir1,/
2024-12-03 12:58:13.768418,ls,/dir1
2024-12-03 12:58:13.768599,wc file3.txt,/dir1
2024-12-03 12:58:13.768896,exit,/dir1
2024-12-03 12:59:09.695762,ls,/
2024-12-03 12:59:09.696207,cd dir1,/
2024-12-03 12:59:09.696664,ls,/dir1
2024-12-03 12:59:09.696852,wc file3.txt,/dir1
2024-12-03 12:59:09.697154,exit,/dir1
2024-12-03 13:00:05.810035,ls,/
2024-12-03 13:00:05.810508,cd dir1,/
2024-12-03 13:00:05.810963,ls,/dir1
2024-12-03 13:00:05.811148,wc file3.txt,/dir1
2024-12-03 13:00:05.811466,exit,/dir1
2024-12-03 13:01:41.525958,ls,/
2024-12-03 13:01:41.526471,cd dir1,/
2024-12-03 13:01:41.526958,ls,/dir1
2024-12-03 13:01:41.527255,wc file3.txt,/dir1
2024-12-03 13:01:41.527607,exit,/dir1
2024-12-03 13:01:59.877215,ls,/
2024-12-03 13:01:59.877655,cd dir1,/
2024-12-03 13:01:59.878140,ls,/dir1
2024-12-03 13:01:59.878346,wc file3.txt,/dir1
2024-12-03 13:01:59.878674,exit,/dir1
2024-12-03 13:02:27.704992,ls,/
2024-12-03 13:02:27.705421,cd dir1,/
2024-12-03 13:02:27.705867,ls,/dir1
2024-12-03 13:02:27.706043,wc file3.txt,/dir1
2024-12-03 13:02:27.706321,exit,/dir1
2024-12-03 13:02:53.147374,ls,/
2024-12-03 13:02:53.147850,cd dir1,/
2024-12-03 13:02:53.148286,ls,/dir1
2024-12-03 13:02:53.148468,wc file3.txt,/dir1
2024-12-03 13:02:53.148747,exit,/dir1
2024-12-03 13:03:07.368011,ls,/
2024-12-03 13:03:07.368352,cd dir1,/
2024-12-03 13:03:07.368836,ls,/dir1
2024-12-03 13:03:07.369032,wc file3.txt,/dir1
2024-12-03 13:03:07.369399,exit,/dir1
2024-12-03 13:03:20.211265,ls,/
2024-12-03 13:03:20.211676,cd dir1,/
2024-12-03 13:03:20.212130,ls,/dir1
2024-12-03 13:03:20.212322,wc file3.txt,/dir1
2024-12-03 13:03:20.212615,exit,/dir1
2024-12-03 13:03:33.831065,ls,/
2024-12-03 13:03:33.831637,cd dir1,/
2024-12-03 13:03:33.832337,ls,/dir1
2024-12-03 13:03:33.832661,wc file3.txt,/dir1
2024-12-03 13:03:33.833212,exit,/dir1
2024-12-03 13:03:41.578657,ls,/
2024-12-03 13:03:41.579432,cd dir1,/
2024-12-03 13:03:41.580558,ls,/dir1
2024-12-03 13:03:41.581074,wc file3.txt,/dir1
2024-12-03 13:03:41.581938,exit,/dir1
2024-12-03 13:03:57.447501,ls,/
2024-12-03 13:03:57.448424,cd dir1,/
2024-12-03 13:03:57.449574,ls,/dir1
2024-12-03 13:03:57.450092,wc file3.txt,/dir1
2024-12-03 13:03:57.450924,exit,/dir1
2024-12-03 13:05:10.020109,ls,/
2024-12-03 13:05:10.020543,cd dir1,/
2024-12-03 13:05:10.020992,ls,/dir1
2024-12-03 13:05:10.021172,wc file3.txt,/dir1
2024-12-03 13:05:10.021448,exit,/dir1
2024-12-03 13:09:19.227785,ls,/
2024-12-03 13:09:19.228149,cd dir1,/
2024-12-03 13:09:19.228595,ls,/dir1
2024-12-03 13:09:19.228785,wc file3.txt,/dir1
2024-12-03 13:09:19.229075,exit,/dir1
2024-12-03 13:09:34.510335,ls,/
2024-12-03 13:09:34.510760,cd dir1,/
2024-12-03 13:09:34.511218,ls,/dir1
2024-12-03 13:09:34.511401,wc file3.txt,/dir1
2024-12-03 13:09:34.511690,exit,/dir1
2024-12-03 13:12:49.598909,ls,/
2024-12-03 13:12:49.599297,cd dir1,/
2024-12-03 13:12:49.599746,ls,/dir1
2024-12-03 13:12:49.599929,wc file3.txt,/dir1
2024-12-03 13:12:49.600219,exit,/dir1
2024-12-03 13:13:03.704302,ls,/
2024-12-03 13:13:03.704680,cd dir1,/
2024-12-03 13:13:03.705102,ls,/dir1
2024-12-03 13:13:03.705289,wc file3.txt,/dir1
2024-12-03 13:13:03.705573,exit,/dir1
2024-12-03 13:13:31.467294,ls,/
2024-12-03 13:13:31.467806,cd dir1,/
2024-12-03 13:13:31.468284,ls,/dir1
2024-12-03 13:13:31.468480,wc file3.txt,/dir1
2024-12-03 13:13:31.468783,exit,/dir1
2024-12-03 13:17:06.901226,ls,/
2024-12-03 13:17:06.901610,cd dir1,/
2024-12-03 13:17:06.902056,ls,/dir1
2024-12-03 13:17:06.902241,wc file3.txt,/dir1
2024-12-03 13:17:06.902542,exit,/dir1
2024-12-03 13:20:07.469244,ls,/
2024-12-03 13:20:07.469628,cd dir1,/
2024-12-03 13:20:07.470066,ls,/dir1
2024-12-03 13:20:07.470245,wc file3.txt,/dir1
2024-12-03 13:20:07.470536,exit,/dir1
2024-12-03 13:20:38.779351,ls,/
2024-12-03 13:20:38.779761,cd dir1,/
2024-12-03 13:20:38.780200,ls,/dir1
2024-12-03 13:20:38.780397,wc file3.txt,/dir1
2024-12-03 13:20:38.780687,exit,/dir1
2024-12-03 13:21:23.979560,ls,/
2024-12-03 13:21:23.979943,cd dir1,/
2024-12-03 13:21:23.980386,ls,/dir1
2024-12-03 13:21:23.980559,wc file3.txt,/dir1
2024-12-03 13:21:23.980837,exit,/dir1
2024-12-03 13:21:24.428140,ls,/
2024-12-03 13:21:24.428464,cd dir1,/
2024-12-03 13:21:24.428924,ls,/dir1
2024-12-03 13:21:24.429119,wc file3.txt,/dir1
2024-12-03 13:21:24.429418,exit,/dir1
2024-12-03 13:21:26.660471,ls,/
2024-12-03 13:21:26.660766,cd dir1,/
2024-12-03 13:21:26.661202,ls,/dir1
2024-12-03 13:21:26.661382,wc file3.txt,/dir1
2024-12-03 13:21:26.661660,exit,/dir1
2024-12-03 13:21:29.965519,ls,/
2024-12-03 13:21:29.965839,cd dir1,/
2024-12-03 13:21:29.966309,ls,/dir1
2024-12-03 13:21:29.966523,wc file3.txt,/dir1
2024-12-03 13:21:29.966822,exit,/dir1
2024-12-03 13:21:40.059856,ls,/
2024-12-03 13:21:40.060136,cd dir1,/
2024-12-03 13:21:40.060571,ls,/dir1
2024-12-03 13:21:40.060756,wc file3.txt,/dir1
2024-12-03 13:21:40.061059,exit,/dir1
2024-12-03 13:21:44.098084,ls,/
2024-12-03 13:21:44.098547,cd dir1,/
2024-12-03 13:21:44.099053,ls,/dir1
2024-12-03 13:21:44.099270,wc file3.txt,/dir1
2024-12-03 13:21:44.099629,exit,/dir1
2024-12-03 13:21:52.320097,ls,/
2024-12-03 13:21:52.320676,cd dir1,/
2024-12-03 13:21:52.321143,ls,/dir1
2024-12-03 13:21:52.321327,wc file3.txt,/dir1
2024-12-03 13:21:52.321609,exit,/dir1
2024-12-03 13:22:01.267795,ls,/
2024-12-03 13:22:01.268538,cd dir1,/
2024-12-03 13:22:01.269643,ls,/dir1
2024-12-03 13:22:01.270263,wc file3.txt,/dir1
2024-12-03 13:22:01.271094,exit,/dir1
2024-12-03 13:22:15.263543,ls,/
2024-12-03 13:22:15.263816,cd dir1,/
2024-12-03 13:22:15.264240,ls,/dir1
2024-12-03 13:22:15.264414,wc file3.txt,/dir1
2024-12-03 13:22:15.264697,exit,/dir1
2024-12-03 13:23:55.578169,ls,/
2024-12-03 13:23:55.578644,cd dir1,/
2024-12-03 13:23:55.579100,ls,/dir1
2024-12-03 13:23:55.579296,wc file3.txt,/dir1
2024-12-03 13:23:55.579594,exit,/dir1
2024-12-03 13:25:58.521199,ls,/
2024-12-03 13:25:58.521710,cd dir1,/
2024-12-03 13:25:58.522170,ls,/dir1
2024-12-03 13:25:58.522351,wc file3.txt,/dir1
2024-12-03 13:25:58.522646,exit,/dir1
2024-12-03 13:29:15.387047,ls,/
2024-12-03 13:29:15.387510,cd dir1,/
2024-12-03 13:29:15.387954,ls,/dir1
2024-12-03 13:29:15.388141,wc file3.txt,/dir1
2024-12-03 13:29:15.388425,exit,/dir1
2024-12-03 13:30:56.582216,ls,/
2024-12-03 13:30:56.582699,cd dir1,/
2024-12-03 13:30:56.583145,ls,/dir1
2024-12-03 13:30:56.583325,wc file3.txt,/dir1
2024-12-03 13:30:56.583608,exit,/dir1
2024-12-03 13:31:13.125783,ls,/
2024-12-03 13:31:13.126185,cd dir1,/
2024-12-03 13:31:13.126628,ls,/dir1
2024-12-03 13:31:13.126815,wc file3.txt,/dir1
2024-12-03 13:31:13.127102,exit,/dir1
2024-12-03 13:31:28.997665,ls,/
2024-12-03 13:31:28.998095,cd dir1,/
2024-12-03 13:31:28.998535,ls,/dir1
2024-12-03 13:31:28.998720,wc file3.txt,/dir1
2024-12-03 13:31:28.999002,exit,/dir1
2024-12-03 13:34:14.798116,ls,/
2024-12-03 13:34:14.798798,cd dir1,/
2024-12-03 13:34:14.799296,ls,/dir1
2024-12-03 13:34:14.799488,wc file3.txt,/dir1
2024-12-03 13:34:52.256874,ls,/
2024-12-03 13:34:52.257263,cd dir1,/
2024-12-03 13:34:52.257709,ls,/dir1
2024-12-03 13:34:52.257897,wc file3.txt,/dir1
2024-12-03 13:36:02.083297,ls,/
2024-12-03 13:36:02.083731,cd dir1,/
2024-12-03 13:36:02.084179,ls,/dir1
2024-12-03 13:36:02.084360,wc file3.txt,/dir1
2024-12-03 13:37:17.658710,ls,/
2024-12-03 13:37:17.659141,cd dir1,/
2024-12-03 13:37:17.659626,ls,/dir1
2024-12-03 13:37:17.659824,wc file3.txt,/dir1
2024-12-03 13:37:45.266192,ls,/
2024-12-03 13:37:45.266571,cd dir1,/
2024-12-03 13:37:45.267018,ls,/dir1
2024-12-03 13:37:45.267209,wc file3.txt,/dir1
2024-12-03 13:38:44.641717,ls,/
2024-12-03 13:38:44.642208,cd dir1,/
2024-12-03 13:38:44.642686,ls,/dir1
2024-12-03 13:38:44.642884,wc file3.txt,/dir1
2024-12-03 13:38:50.673872,ls,/dir1
2024-12-03 13:39:11.453821,ls,/dir1
2024-12-03 13:39:12.844682,ls,/dir1
2024-12-03 13:39:29.616075,cd ..,/dir1
2024-12-03 13:39:35.479610,ls,/
2024-12-03 13:39:51.055033,ls,/
2024-12-03 13:39:58.222379,ls,/
2024-12-03 13:40:03.568351,cd dir`,/
2024-12-03 13:40:08.175136,cd dir1,/
2024-12-03 13:40:17.124000,wc file2,/dir1
2024-12-03 13:40:20.213299,ls,/dir1
2024-12-03 13:40:27.789667,wc file3.txt,/dir1
2024-12-05 13:36:57.681061,ls,/
2024-12-05 13:36:57.681415,cd dir1,/
2024-12-05 13:36:57.681487,ls,/dir1
2024-12-05 13:36:57.681542,wc file3.txt,/dir1
2024-12-05 13:36:57.684185,ls,/
2024-12-05 13:36:57.684249,cd dir1,/
2024-12-05 13:36:57.684308,ls,/dir1
2024-12-05 13:36:57.684358,wc file3.txt,/dir1
2024-12-05 13:36:57.687370,ls,/
2024-12-05 13:36:57.687450,cd dir1,/
2024-12-05 13:36:57.687511,ls,/dir1
2024-12-05 13:36:57.687559,wc file3.txt,/dir1
2024-12-05 13:36:57.689821,ls,/
2024-12-05 13:36:57.689877,cd dir1,/
2024-12-05 13:36:57.689930,ls,/dir1
2024-12-05 13:36:57.689978,wc file3.txt,/dir1
2024-12-05 13:36:57.690100,exit,/
2024-12-05 13:36:57.692302,ls,/
2024-12-05 13:36:57.692357,cd dir1,/
2024-12-05 13:36:57.692928,ls,/dir1
2024-12-05 13:36:57.693024,wc file3.txt,/dir1
2024-12-05 13:36:57.695841,ls,/
2024-12-05 13:36:57.695912,cd dir1,/
2024-12-05 13:36:57.695967,ls,/dir1
2024-12-05 13:36:57.696015,wc file3.txt,/dir1
2024-12-05 13:36:57.700090,ls,/
2024-12-05 13:36:57.700163,cd dir1,/
2024-12-05 13:36:57.700213,ls,/dir1
2024-12-05 13:36:57.700257,wc file3.txt,/dir1
2024-12-05 13:36:57.702800,ls,/
2024-12-05 13:36:57.702859,cd dir1,/
2024-12-05 13:36:57.702912,ls,/dir1
2024-12-05 13:36:57.702959,wc file3.txt,/dir1
2024-12-05 13:36:57.705514,ls,/
2024-12-05 13:36:57.705584,cd dir1,/
2024-12-05 13:36:57.705639,ls,/dir1
2024-12-05 13:36:57.705683,wc file3.txt,/dir1
2024-12-05 13:36:57.705891,ls,/
2024-12-05 13:36:57.706081,cd dir1,/
2024-12-05 13:36:57.709560,ls,/
2024-12-05 13:36:57.709620,cd dir1,/
2024-12-05 13:36:57.709668,ls,/dir1
2024-12-05 13:36:57.709714,wc file3.txt,/dir1
2024-12-05 13:36:57.712761,ls,/
2024-12-05 13:36:57.712825,cd dir1,/
2024-12-05 13:36:57.712881,ls,/dir1
2024-12-05 13:36:57.712928,wc file3.txt,/dir1
2024-12-09 21:51:50.292855,ls,/
2024-12-09 21:51:50.293155,cd dir1,/
2024-12-09 21:51:50.293222,ls,/dir1
2024-12-09 21:51:50.293272,wc file3.txt,/dir1
2024-12-09 21:51:50.295770,ls,/
2024-12-09 21:51:50.295837,cd dir1,/
2024-12-09 21:51:50.295895,ls,/dir1
2024-12-09 21:51:50.295949,wc file3.txt,/dir1
2024-12-09 21:51:50.299289,ls,/
2024-12-09 21:51:50.299607,cd dir1,/
2024-12-09 21:51:50.299941,ls,/dir1
2024-12-09 21:51:50.300291,wc file3.txt,/dir1
2024-12-09 21:51:50.306911,ls,/
2024-12-09 21:51:50.307036,cd dir1,/
2024-12-09 21:51:50.307231,ls,/dir1
2024-12-09 21:51:50.307306,wc file3.txt,/dir1
2024-12-09 21:51:50.307504,exit,/
2024-12-09 21:51:50.309952,ls,/
2024-12-09 21:51:50.310109,cd dir1,/
2024-12-09 21:51:50.310179,ls,/dir1
2024-12-09 21:51:50.310251,wc file3.txt,/dir1
2024-12-09 21:51:50.314546,ls,/
2024-12-09 21:51:50.314659,cd dir1,/
2024-12-09 21:51:50.314731,ls,/dir1
2024-12-09 21:51:50.314786,wc file3.txt,/dir1
2024-12-09 21:51:50.319455,ls,/
2024-12-09 21:51:50.319548,cd dir1,/
2024-12-09 21:51:50.319606,ls,/dir1
2024-12-09 21:51:50.319658,wc file3.txt,/dir1
2024-12-09 21:51:50.322229,ls,/
2024-12-09 21:51:50.322291,cd dir1,/
2024-12-09 21:51:50.322348,ls,/dir1
2024-12-09 21:51:50.322399,wc file3.txt,/dir1
2024-12-09 21:51:50.325384,ls,/
2024-12-09 21:51:50.325465,cd dir1,/
2024-12-09 21:51:50.325526,ls,/dir1
2024-12-09 21:51:50.325578,wc file3.txt,/dir1
2024-12-09 21:51:50.326155,ls,/
2024-12-09 21:51:50.326366,cd dir1,/
2024-12-09 21:51:50.330161,ls,/
2024-12-09 21:51:50.330228,cd dir1,/
2024-12-09 21:51:50.330286,ls,/dir1
2024-12-09 21:51:50.330335,wc file3.txt,/dir1
2024-12-09 21:51:50.334042,ls,/
2024-12-09 21:51:50.334127,cd dir1,/
2024-12-09 21:51:50.334187,ls,/dir1
2024-12-09 21:51:50.334261,wc file3.txt,/dir1
2024-12-09 21:52:02.138382,ls,/
2024-12-09 21:52:02.138797,cd dir1,/
2024-12-09 21:52:02.139257,ls,/dir1
2024-12-09 21:52:02.139444,wc file3.txt,/dir1
2024-12-09 21:53:07.140951,ls,/
2024-12-09 21:53:07.141465,cd dir1,/
2024-12-09 21:53:07.141940,ls,/dir1
2024-12-09 21:53:07.142135,wc file3.txt,/dir1
2024-12-09 21:53:38.138136,ls,/
2024-12-09 21:53:38.138558,cd dir1,/
2024-12-09 21:53:38.139025,ls,/dir1
2024-12-09 21:53:38.139212,wc file3.txt,/dir1
2024-12-09 21:53:41.416521,ls,/dir1
2024-12-09 21:53:54.332069,cd file3.txt,/dir1
2024-12-09 21:54:19.404626,wc file3.txt,/dir1
2024-12-09 21:54:26.946179,exit,/dir1
2024-12-09 21:54:41.223124,ls,/
2024-12-09 21:54:41.223342,cd dir1,/
2024-12-09 21:54:41.223420,ls,/dir1
2024-12-09 21:54:41.223477,wc file3.txt,/dir1
2024-12-09 21:54:41.225776,ls,/
2024-12-09 21:54:41.225837,cd dir1,/
2024-12-09 21:54:41.225905,ls,/dir1
2024-12-09 21:54:41.225955,wc file3.txt,/dir1
2024-12-09 21:54:41.228874,ls,/
2024-12-09 21:54:41.228944,cd dir1,/
2024-12-09 21:54:41.228994,ls,/dir1
2024-12-09 21:54:41.229039,wc file3.txt,/dir1
2024-12-09 21:54:41.231167,ls,/
2024-12-09 21:54:41.231231,cd dir1,/
2024-12-09 21:54:41.231280,ls,/dir1
2024-12-09 21:54:41.231325,wc file3.txt,/dir1
2024-12-09 21:54:41.231439,exit,/
2024-12-09 21:54:41.233545,ls,/
2024-12-09 21:54:41.233602,cd dir1,/
2024-12-09 21:54:41.234119,ls,/dir1
2024-12-09 21:54:41.234165,wc file3.txt,/dir1
2024-12-09 21:54:41.236967,ls,/
2024-12-09 21:54:41.237055,cd dir1,/
2024-12-09 21:54:41.237115,ls,/dir1
2024-12-09 21:54:41.237172,wc file3.txt,/dir1
2024-12-09 21:54:41.241298,ls,/
2024-12-09 21:54:41.241370,cd dir1,/
2024-12-09 21:54:41.241420,ls,/dir1
2024-12-09 21:54:41.241467,wc file3.txt,/dir1
2024-12-09 21:54:41.244265,ls,/
2024-12-09 21:54:41.244354,cd dir1,/
2024-12-09 21:54:41.244425,ls,/dir1
2024-12-09 21:54:41.244477,wc file3.txt,/dir1
2024-12-09 21:54:41.246793,ls,/
2024-12-09 21:54:41.246882,cd dir1,/
2024-12-09 21:54:41.246951,ls,/dir1
2024-12-09 21:54:41.247011,wc file3.txt,/dir1
2024-12-09 21:54:41.247547,ls,/
2024-12-09 21:54:41.247746,cd dir1,/
2024-12-09 21:54:41.251263,ls,/
